name,address,phone_number,website,type,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
MAB Test Restaurant,"27 Fleet St, Birmingham",Not Available,https://stage65-az.harvester.co.uk/,restaurant,Monday: 9:00 AM – 12:00 AM,Tuesday: 9:00 AM – 12:00 AM,Wednesday: 9:00 AM – 1:00 AM,Thursday: 9:00 AM – 2:00 AM,Friday: 9:00 AM – 11:00 PM,Saturday: 9:00 AM – 12:00 AM,Sunday: 9:00 AM – 12:00 AM
TheHilibHouse,"25a Whitmore Rd, Birmingham",0121 269 3938,Not Available,restaurant,Monday: 1:30 – 10:00 PM,Tuesday: 1:30 – 10:00 PM,Wednesday: 1:30 – 10:00 PM,Thursday: 1:30 – 10:00 PM,Friday: 1:30 – 10:00 PM,Saturday: 1:30 – 10:00 PM,Sunday: 1:30 – 10:00 PM
Pepes,"Bordesley Green Rd, Small Heath, Birmingham",Not Available,Not Available,restaurant,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Al-Omda,"891 Washwood Heath Rd, Ward End, Birmingham",0121 628 5221,https://www.alomda-online.com/,restaurant,Monday: 12:00 PM – 12:00 AM,Tuesday: 12:00 PM – 12:00 AM,Wednesday: 12:00 PM – 12:00 AM,Thursday: 12:00 PM – 12:00 AM,Friday: 12:00 PM – 12:00 AM,Saturday: 12:00 PM – 12:00 AM,Sunday: 12:00 PM – 12:00 AM
Breakfast Birmingham,"60 Coleshill Rd, Hodgehill, Birmingham",Not Available,https://deliveroo.co.uk/menu/Birmingham/castle-bromwich-stechford-sheldon-country-park/miniteatime-bakery/?day=today&geohash=gcqdwsrrek77&time=0845,meal_takeaway,Monday: 8:00 AM – 8:00 PM,Tuesday: 8:00 AM – 8:00 PM,Wednesday: 8:00 AM – 8:00 PM,Thursday: 8:00 AM – 8:00 PM,Friday: 8:00 AM – 8:00 PM,Saturday: 8:00 AM – 12:00 AM,Sunday: 8:00 AM – 12:00 AM
Poncho Khana Restaurant and Catering | Indian Restaurant in Birmingham,"502 Coventry Rd, Small Heath, Birmingham",0121 773 0777,https://www.ponchokhana.com/,restaurant,Monday: 10:00 AM – 12:00 AM,Tuesday: 10:00 AM – 12:00 AM,Wednesday: 10:00 AM – 12:00 AM,Thursday: 10:00 AM – 12:00 AM,Friday: 10:00 AM – 11:00 PM,Saturday: 10:00 AM – 11:00 PM,Sunday: 10:00 AM – 12:00 AM
The Crescent,"Ward End, Birmingham",Not Available,Not Available,restaurant,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Lucarelli Restaurant,"58-60 Seagar St, West Bromwich",0121 532 1552,http://www.lucarellirestaurant.co.uk/,restaurant,"Monday: 12:00 – 2:30 PM, 5:30 – 10:30 PM","Tuesday: 12:00 – 2:30 PM, 5:30 – 10:30 PM","Wednesday: 12:00 – 2:30 PM, 5:30 – 10:30 PM","Thursday: 12:00 – 2:30 PM, 5:30 – 10:30 PM",Friday: 12:00 – 11:00 PM,Saturday: 12:00 – 11:00 PM,Sunday: 12:00 – 5:00 PM
TURQUOISE KITCHEN & BAR,"R3, 10 New St, West Bromwich",0121 525 4145,Not Available,restaurant,Monday: 11:00 AM – 10:30 PM,Tuesday: 11:00 AM – 10:30 PM,Wednesday: 11:00 AM – 10:30 PM,Thursday: 11:00 AM – 10:30 PM,Friday: 10:30 AM – 11:00 PM,Saturday: 10:30 AM – 11:00 PM,Sunday: 10:30 AM – 11:00 PM
Orvilles Restaurant,"Unit 37, Kings Square, Sandwell Centre, West Bromwich",0121 537 1768,https://orvillesrestaurantatkingssquare.co.uk/order-now,restaurant,Monday: 7:00 AM – 9:00 PM,Tuesday: 7:00 AM – 9:00 PM,Wednesday: 7:00 AM – 9:00 PM,Thursday: 7:00 AM – 9:00 PM,Friday: 7:00 AM – 10:00 PM,Saturday: 7:00 AM – 10:00 PM,Sunday: 7:00 AM – 10:00 PM
Sunday lunches,"Vale St, West Bromwich",Not Available,Not Available,restaurant,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
A Place to Taste,"33 Victoria St, West Bromwich",0121 408 6235,https://www.facebook.com/profile.php?id=100087735043313,restaurant,Monday: 9:00 AM – 10:00 PM,Tuesday: 9:00 AM – 10:00 PM,Wednesday: 9:00 AM – 10:00 PM,Thursday: 9:00 AM – 10:00 PM,Friday: 9:00 AM – 10:00 PM,Saturday: 9:00 AM – 10:00 PM,Sunday: 9:00 AM – 10:00 PM
LOVELY Food,"Carspares West Bromwich, 5 Carter's Grn, West Bromwich",Not Available,Not Available,restaurant,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Smoke house,West Bromwich,Not Available,Not Available,restaurant,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Pieminister West Brom (Delivery Only),"Unit 1A 14 New Square Shopping Centre, West Bromwich",Not Available,Not Available,meal_takeaway,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Classic restaurant Aston food service ltd,"281-283 Witton Rd, Birmingham",0121 326 9929,Not Available,meal_takeaway,Monday: 11:00 AM – 12:00 AM,Tuesday: 11:00 AM – 12:00 AM,Wednesday: 11:00 AM – 12:00 AM,Thursday: 11:00 AM – 12:00 AM,Friday: 11:00 AM – 12:00 AM,Saturday: 11:00 AM – 12:00 AM,Sunday: 1:00 PM – 12:00 AM
Tjay's Birmingham Central,"Unit A4, Aston Seedbed Centre, Avenue Rd, Nechells, Birmingham",0121 798 0839,Not Available,meal_takeaway,Monday: 6:00 PM – 3:00 AM,Tuesday: Closed,Wednesday: 6:00 PM – 3:00 AM,Thursday: 6:00 PM – 3:00 AM,Friday: 6:00 PM – 5:00 AM,Saturday: 6:00 PM – 5:00 AM,Sunday: 6:00 PM – 5:00 AM
Boar's Head World Buffet,"340 Aldridge Rd, Birmingham",0121 356 9859,http://boarsheadworldbuffet.co.uk/,restaurant,Monday: Closed,Tuesday: Closed,"Wednesday: 12:00 – 3:00 PM, 5:00 – 10:00 PM","Thursday: 12:00 – 3:00 PM, 5:00 – 10:00 PM","Friday: 12:00 – 3:00 PM, 5:00 – 10:00 PM","Saturday: 12:00 – 3:00 PM, 5:00 – 10:30 PM",Sunday: 12:30 – 9:00 PM
Snit Restaurant,"32 Soho Hill, Birmingham",Not Available,Not Available,restaurant,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Pshou Restaurant,"265 Soho Rd, Birmingham",0121 554 2094,Not Available,restaurant,Monday: 11:00 AM – 8:00 PM,Tuesday: 11:00 AM – 8:00 PM,Wednesday: 11:00 AM – 8:00 PM,Thursday: 11:00 AM – 8:00 PM,Friday: 11:00 AM – 8:00 PM,Saturday: 11:00 AM – 8:00 PM,Sunday: 11:00 AM – 8:00 PM
Lime n Chilli Family Restaurant & Bar,"72 Soho Rd, Handsworth, Birmingham",0121 523 0555,http://www.limenchilli.co.uk/,restaurant,Monday: 12:00 – 10:00 PM,Tuesday: Closed,Wednesday: 12:00 – 10:00 PM,Thursday: 12:00 – 10:00 PM,Friday: 12:00 – 10:30 PM,Saturday: 12:00 – 10:30 PM,Sunday: 12:00 – 10:00 PM
The Hockley Brook Bar & Restaurant,"68 Nineveh Rd, Birmingham",0121 554 3203,https://order.hockleybrook.co.uk/,bar,Monday: 12:00 – 11:00 PM,Tuesday: 12:00 – 11:00 PM,Wednesday: 12:00 – 11:00 PM,Thursday: 12:00 – 11:00 PM,Friday: 12:00 – 11:00 PM,Saturday: 12:00 – 11:00 PM,Sunday: 12:00 – 11:00 PM
Shambhala Village - Pure Vegetarian,"85-87 Soho Rd, Birmingham",0121 551 3053,http://shambhala-village.com/,restaurant,Monday: 5:30 – 11:00 PM,Tuesday: 5:30 – 11:00 PM,Wednesday: 5:30 – 11:00 PM,Thursday: 5:30 – 11:00 PM,Friday: 5:30 – 11:00 PM,Saturday: 12:00 – 11:00 PM,Sunday: 12:00 – 11:00 PM
Frankie & Benny's,"The Fort Shopping Park, Centre, Birmingham",0121 386 3124,https://www.frankieandbennys.com/restaurants/west-midlands/birmingham/the-fort-shopping-centre,restaurant,Monday: 9:00 AM – 10:00 PM,Tuesday: 9:00 AM – 10:00 PM,Wednesday: 9:00 AM – 10:00 PM,Thursday: 9:00 AM – 10:00 PM,Friday: 9:00 AM – 10:00 PM,Saturday: 9:00 AM – 10:00 PM,Sunday: 9:00 AM – 10:00 PM
Harvester Fort Birmingham,"The Fort Shopping Park, Fort Pkwy, Birmingham",0121 373 2308,https://www.harvester.co.uk/restaurants/eastandwestmidlands/harvesterthefortbirmingham?utm_source=google&utm_medium=organic&utm_campaign=gmb,bar,Monday: 9:00 AM – 10:00 PM,Tuesday: 9:00 AM – 10:00 PM,Wednesday: 9:00 AM – 10:00 PM,Thursday: 9:00 AM – 10:00 PM,Friday: 9:00 AM – 9:00 PM,Saturday: 9:00 AM – 9:00 PM,Sunday: 9:00 AM – 8:00 PM
Daphnes Dutchpot,"20 Station Rd, Erdington, Birmingham",0121 439 5744,Not Available,restaurant,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Greek Street Food Takeaway,"Station Rd, Erdington, Birmingham",07865 865758,Not Available,restaurant,Monday: Closed,Tuesday: Closed,Wednesday: Closed,Thursday: 5:00 – 10:00 PM,Friday: 5:00 – 10:00 PM,Saturday: 5:00 – 10:00 PM,Sunday: 5:00 – 10:00 PM
Sizzling,"Tyburn House P H, Kingsbury Rd, Castle Vale, Birmingham",Not Available,Not Available,restaurant,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Harvester Fort Birmingham,"The Fort Shopping Park, Fort Pkwy, Birmingham",0121 373 2308,https://www.harvester.co.uk/restaurants/eastandwestmidlands/harvesterthefortbirmingham?utm_source=google&utm_medium=organic&utm_campaign=gmb,meal_takeaway,Monday: 9:00 AM – 10:00 PM,Tuesday: 9:00 AM – 10:00 PM,Wednesday: 9:00 AM – 10:00 PM,Thursday: 9:00 AM – 10:00 PM,Friday: 9:00 AM – 9:00 PM,Saturday: 9:00 AM – 9:00 PM,Sunday: 9:00 AM – 8:00 PM
Al-Qamar Restaurant,"51 Vincent St, Balsall Heath, Birmingham",07773 193309,http://alqamar.menupage.uk/,restaurant,Monday: Closed,Tuesday: Closed,Wednesday: Closed,Thursday: 1:00 – 9:00 PM,Friday: 1:00 – 6:00 PM,Saturday: 5:00 – 9:00 PM,Sunday: 12:00 – 6:00 PM
Layali cafe & Restaurant,"531a Moseley Rd, Balsall Heath, Birmingham",07583 447518,Not Available,restaurant,Monday: 12:00 PM – 2:00 AM,Tuesday: 9:00 AM – 2:00 AM,Wednesday: 12:00 PM – 2:00 AM,Thursday: 12:00 PM – 2:00 AM,Friday: 3:00 PM – 2:00 AM,Saturday: 12:00 PM – 2:00 AM,Sunday: 12:00 PM – 2:00 AM
Sher Khan,"187 Ladypool Rd., Sparkbrook, Birmingham",07710 102740,Not Available,restaurant,Monday: 8:00 AM – 8:00 PM,Tuesday: 8:00 AM – 8:00 PM,Wednesday: 8:00 AM – 8:00 PM,Thursday: 8:00 AM – 8:00 PM,Friday: 8:00 AM – 8:00 PM,Saturday: 8:00 AM – 8:00 PM,Sunday: 8:00 AM – 8:00 PM
Syrian House,"25 - 27 Horton Square, Birmingham",0121 446 5888,https://syrianhouseonline.com/order-now,restaurant,Monday: 1:00 – 11:30 PM,Tuesday: 1:00 – 11:30 PM,Wednesday: 1:00 – 11:30 PM,Thursday: 1:00 – 11:30 PM,Friday: 1:00 – 11:30 PM,Saturday: 1:00 – 11:30 PM,Sunday: 1:00 – 11:30 PM
The Urban Kitchen,"151 Hurst St, Birmingham",0121 649 1043,Not Available,meal_takeaway,Monday: 7:00 PM – 2:00 AM,Tuesday: 7:00 PM – 2:00 AM,Wednesday: 7:00 PM – 2:00 AM,Thursday: 7:00 PM – 2:00 AM,Friday: 7:00 PM – 3:00 AM,Saturday: 7:00 PM – 3:00 AM,Sunday: 7:00 PM – 2:00 AM
Khayyam Restaurant (Birmingham),"135 Tennant St, Birmingham",0121 643 0677,http://www.khayyam-restaurant.com/birmingham/,meal_takeaway,Monday: 4:30 PM – 12:00 AM,Tuesday: 4:30 PM – 12:00 AM,Wednesday: 4:30 PM – 12:00 AM,Thursday: 4:30 PM – 12:00 AM,Friday: 1:00 PM – 1:00 AM,Saturday: 1:00 PM – 1:00 AM,Sunday: 1:00 PM – 1:00 AM
VILLAGE 58 Restaurant,"459 Stratford Road Mushtaq, s Centre, Birmingham",07424 473515,Not Available,restaurant,Monday: 9:00 AM – 9:00 PM,Tuesday: 9:00 AM – 9:00 PM,Wednesday: 9:00 AM – 9:00 PM,Thursday: 9:00 AM – 9:00 PM,Friday: 9:00 AM – 9:00 PM,Saturday: 8:00 AM – 9:00 PM,Sunday: 8:00 AM – 9:00 PM
EAT NOW,"156 Ladypool Rd., Sparkbrook, Birmingham",Not Available,Not Available,restaurant,Monday: 10:00 AM – 8:00 PM,Tuesday: 10:00 AM – 8:00 PM,Wednesday: 10:00 AM – 8:00 PM,Thursday: 10:00 AM – 8:00 PM,Friday: 10:00 AM – 10:00 PM,Saturday: 10:00 AM – 10:00 PM,Sunday: 10:00 AM – 10:00 PM
Mystic Food Corner,"84 MacDonald St, Birmingham",Not Available,Not Available,restaurant,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
The Firm Restaurant,"154 Ladypool Rd., Sparkbrook, Birmingham",0121 257 8657,https://www.thefirmgb.com/,cafe,Monday: 1:00 – 10:00 PM,Tuesday: 1:00 – 10:00 PM,Wednesday: 1:00 – 10:00 PM,Thursday: 1:00 – 10:00 PM,Friday: 5:00 AM – 11:00 PM,Saturday: 1:00 – 11:00 PM,Sunday: 1:00 – 10:00 PM
Frank'd,"379 Ladypool Rd., Balsall Heath, Birmingham",07570 171201,Not Available,restaurant,Monday: 12:00 – 5:00 PM,Tuesday: 12:00 – 5:00 PM,Wednesday: 12:00 – 5:00 PM,Thursday: 12:00 – 5:00 PM,Friday: 12:00 – 5:00 PM,Saturday: 11:00 PM – 2:00 AM,Sunday: 10:00 PM – 2:00 AM
Ristorante Caffe' Gustami,"4 King Edwards Rd, Birmingham",0121 454 5922,http://www.ristorantecaffegustami.uk/,cafe,Monday: 5:00 – 10:00 PM,Tuesday: 5:00 – 10:00 PM,Wednesday: 5:00 – 10:00 PM,Thursday: 5:00 – 10:00 PM,Friday: 12:00 – 10:00 PM,Saturday: 12:00 – 10:00 PM,Sunday: 12:00 – 5:00 PM
24 Carat Bistro,"27 Warstone Ln, Birmingham",0121 236 0519,http://www.24caratbistro.co.uk/,restaurant,Monday: Closed,Tuesday: 10:00 AM – 4:00 PM,Wednesday: 10:00 AM – 4:00 PM,Thursday: 10:00 AM – 4:00 PM,Friday: 11:00 AM – 9:00 PM,Saturday: 11:00 AM – 10:00 PM,Sunday: Closed
Simpsons Restaurant,"20 Highfield Rd, Birmingham",0121 454 3434,http://www.simpsonsrestaurant.co.uk/,restaurant,Monday: Closed,Tuesday: Closed,"Wednesday: 12:00 – 2:00 PM, 7:00 – 9:00 PM","Thursday: 12:00 – 2:00 PM, 7:00 – 9:00 PM","Friday: 12:00 – 2:00 PM, 7:00 – 9:00 PM","Saturday: 12:00 – 2:00 PM, 7:00 – 9:30 PM",Sunday: 12:00 – 2:00 PM
Paradiso Pizzeria Jewellery Quarter,"199 Warstone Ln, Birmingham",0121 758 8721,http://pizzeriaparadiso.co.uk/,restaurant,Monday: 9:00 AM – 10:00 PM,Tuesday: 9:00 AM – 10:00 PM,Wednesday: 9:00 AM – 10:00 PM,Thursday: 9:00 AM – 10:00 PM,Friday: 9:00 AM – 10:00 PM,Saturday: 9:00 AM – 10:00 PM,Sunday: 9:00 AM – 10:00 PM
b1 Restaurant and Bar,"Holliday Street Centre Square, Birmingham",0121 224 5084,https://www.cpbirmingham.com/,restaurant,Monday: Open 24 hours,Tuesday: Open 24 hours,Wednesday: Open 24 hours,Thursday: Open 24 hours,Friday: Open 24 hours,Saturday: Open 24 hours,Sunday: Open 24 hours
Birmingham Blue Nile Restaurant,"28 Great Hampton St, Birmingham",0121 551 9225,Not Available,night_club,Monday: 2:00 – 11:00 PM,Tuesday: 1:30 AM – 11:00 PM,Wednesday: 1:30 AM – 11:00 PM,Thursday: 1:30 AM – 11:00 PM,Friday: 1:30 AM – 11:00 PM,Saturday: 1:30 AM – 11:00 PM,Sunday: 1:30 AM – 11:00 PM
Del Villaggio - Broad St,"175 Broad St, Birmingham",0121 633 3553,http://www.del-villaggio.co.uk/,restaurant,Monday: 12:00 – 10:30 PM,Tuesday: 12:00 – 10:30 PM,Wednesday: 12:00 – 10:30 PM,Thursday: 12:00 – 10:30 PM,Friday: 12:00 – 10:30 PM,Saturday: 12:00 – 10:30 PM,Sunday: 12:00 – 9:30 PM
Ribeye Steakhouse Birmingham,"3 Brindley Pl, Birmingham",0121 809 2222,https://www.ribeyesteakhouse.com/,restaurant,Monday: 5:00 – 10:00 PM,Tuesday: 5:00 – 10:00 PM,Wednesday: 5:00 – 10:00 PM,Thursday: 5:00 – 10:00 PM,Friday: 4:00 – 10:30 PM,Saturday: 4:00 – 10:30 PM,Sunday: 4:00 – 9:30 PM
Aria Restaurant,"2 Bridge St, Birmingham",0121 643 1234,https://www.hyattrestaurants.com/en/dining/uk/birmingham/european-restaurant-in-centenary-square-aria-restaurant,restaurant,Monday: 6:30 AM – 10:00 PM,Tuesday: 6:30 AM – 10:00 PM,Wednesday: 6:30 AM – 10:00 PM,Thursday: 6:30 AM – 10:00 PM,Friday: 6:30 AM – 10:00 PM,Saturday: 6:30 AM – 10:00 PM,Sunday: 6:30 AM – 10:00 PM
The BBQ Sizzler,"UNIT 21 Pitsford St, Birmingham",Not Available,https://thebbqsizzler.co.uk/,meal_takeaway,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Simply The Best,"100 Icknield Port Rd, Birmingham",07713 903351,https://simplythebesttakeaway.co.uk/,meal_takeaway,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Dessert before Dinner,"Harmer St, Birmingham",07355 001277,Not Available,meal_takeaway,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Tutorial,"20 Sheepcote St, Birmingham",Not Available,Not Available,restaurant,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Taste Of Turkey,"200 Broad St, Birmingham",0121 643 6677,https://tasteofturkeyonline.com/order-now,meal_takeaway,Monday: 11:00 AM – 5:00 PM,Tuesday: 11:00 AM – 5:00 PM,Wednesday: 11:00 AM – 5:00 PM,Thursday: 2:00 – 11:00 PM,Friday: 11:00 AM – 5:00 PM,Saturday: 11:00 AM – 5:00 PM,Sunday: 11:00 AM – 5:00 PM
