name,address,phone_number,website,type,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
Dixy Chicken and Pizza - Acock Green Village,"Village, 33 Shirley Rd, Acocks Green, Birmingham",0121 706 0855,https://www.dixybirmingham.co.uk/menu-list,meal_takeaway,Monday: 12:00 – 10:00 PM,Tuesday: 12:00 – 10:00 PM,Wednesday: 12:00 – 10:00 PM,Thursday: 12:00 – 10:00 PM,Friday: 12:00 – 10:00 PM,Saturday: 12:00 – 10:00 PM,Sunday: 12:00 – 10:00 PM
Sherwoods Indian Restaurant,"1492 Stratford Rd, Birmingham",0121 733 7363,Not Available,restaurant,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Ozzys,"1076 Stratford Rd, Hall Green, Birmingham",0121 824 4371,http://www.ozzys.co/,restaurant,Monday: 4:00 PM – 12:00 AM,Tuesday: 4:00 PM – 12:00 AM,Wednesday: 4:00 PM – 12:00 AM,Thursday: 4:00 PM – 12:00 AM,Friday: 4:00 PM – 12:00 AM,Saturday: 4:00 PM – 12:00 AM,Sunday: 4:00 PM – 12:00 AM
The Silver Hake Fish Bar,"17 Olton Blvd E, Birmingham",07594 879689,https://m.facebook.com/Silver-Hake-Fish-Bar-and-Restaurant-700289936705387/,restaurant,Monday: Closed,Tuesday: 2:00 – 9:00 PM,Wednesday: 2:00 – 9:00 PM,Thursday: 2:00 – 9:00 PM,Friday: 2:00 – 9:00 PM,Saturday: 2:00 – 9:00 PM,Sunday: Closed
Oven and Grill,"362 Shirley Rd, Acocks Green, Birmingham",0121 708 2728,http://www.ovenngrill.co.uk/,meal_delivery,Monday: 3:00 – 10:00 PM,Tuesday: 3:00 – 10:00 PM,Wednesday: 3:00 – 10:00 PM,Thursday: 3:00 – 10:00 PM,Friday: 3:00 – 10:30 PM,Saturday: 3:00 – 10:30 PM,Sunday: 3:00 – 10:00 PM
Toby Carvery Hall Green,"1456 Stratford Rd, Hall Green, Birmingham",0121 744 1041,https://www.tobycarvery.co.uk/restaurants/midlands/hallgreenbirmingham?utm_source=google&utm_medium=organic&utm_campaign=gmb,bar,Monday: 8:00 AM – 11:00 PM,Tuesday: 8:00 AM – 11:00 PM,Wednesday: 8:00 AM – 11:00 PM,Thursday: 8:00 AM – 11:00 PM,Friday: 8:00 AM – 11:00 PM,Saturday: 8:00 AM – 11:00 PM,Sunday: 8:00 AM – 11:00 PM
Abdul's Cafe and Diner,"1191 Stratford Rd, Hall Green, Birmingham",0121 449 1861,http://abdulscafediner.co.uk/,restaurant,Monday: Closed,Tuesday: 1:00 – 9:00 PM,Wednesday: 1:00 – 9:00 PM,Thursday: 1:00 – 9:00 PM,Friday: 2:00 – 10:00 PM,Saturday: 2:00 – 10:00 PM,Sunday: 2:00 – 9:00 PM
Olton’s Pizza N Grill,"260c Gospel Ln, Solihull, Birmingham",0121 707 2777,http://oltonpizzaandgrill.co.uk/,restaurant,Monday: 2:00 PM – 12:00 AM,Tuesday: 2:00 PM – 12:00 AM,Wednesday: 2:00 PM – 12:00 AM,Thursday: 2:00 PM – 12:00 AM,Friday: 2:00 PM – 12:00 AM,Saturday: 2:00 PM – 12:00 AM,Sunday: 2:00 PM – 12:00 AM
Indigo Xpress,"360 Gospel Ln, Solihull, Birmingham",0121 707 1950,http://indigoxpress.co.uk/,meal_takeaway,Monday: 4:45 – 10:45 PM,Tuesday: Closed,Wednesday: 4:45 – 10:45 PM,Thursday: 4:45 – 10:45 PM,Friday: 4:45 – 10:45 PM,Saturday: 4:45 – 10:45 PM,Sunday: 4:45 – 10:45 PM
Attika Gyros,"11 Westley Rd, Acocks Green, Birmingham",0121 238 4283,Not Available,meal_takeaway,Monday: 12:00 – 10:00 PM,Tuesday: 12:00 – 10:00 PM,Wednesday: 12:00 – 10:00 PM,Thursday: 12:00 – 10:00 PM,Friday: 12:00 – 10:00 PM,Saturday: 12:00 – 10:00 PM,Sunday: 12:00 – 10:00 PM
Mojito Cartel,"1158 Stratford Rd, Birmingham",0121 777 3356,http://www.mojitocartel.co.uk/,cafe,Monday: 3:00 – 11:00 PM,Tuesday: 3:00 – 11:00 PM,Wednesday: 3:00 – 11:00 PM,Thursday: 3:00 – 11:00 PM,Friday: 3:30 PM – 1:00 AM,Saturday: 1:00 PM – 1:00 AM,Sunday: 5:00 – 11:00 PM
Paradiso Pizzeria Hall Green,"2 Robin Hood Ln, Birmingham",0121 758 8720,http://pizzeriaparadiso.co.uk/,restaurant,Monday: 5:00 – 10:00 PM,Tuesday: 5:00 – 10:00 PM,Wednesday: 5:00 – 10:00 PM,Thursday: 5:00 – 10:00 PM,Friday: 5:00 – 10:00 PM,Saturday: 5:00 – 10:00 PM,Sunday: 5:00 – 10:00 PM
Yummy House,"1563 Stratford Rd, Birmingham",0121 733 8338,Not Available,restaurant,Monday: Closed,Tuesday: 5:00 – 10:50 PM,Wednesday: 5:00 – 10:50 PM,Thursday: 5:00 – 10:50 PM,Friday: 5:00 – 10:50 PM,Saturday: 5:00 – 10:50 PM,Sunday: 5:00 – 10:50 PM
Simla Bangladeshi Cuisine,"272 Baldwins Ln, Birmingham",0121 244 6861,https://www.simlahallgreen.co.uk/home,meal_takeaway,Monday: 4:30 – 10:00 PM,Tuesday: 4:30 – 10:00 PM,Wednesday: 4:30 – 10:00 PM,Thursday: 4:30 – 10:00 PM,Friday: 4:30 – 11:00 PM,Saturday: 4:30 – 11:00 PM,Sunday: 4:30 – 10:00 PM
Curries hub,"211A Lakey Ln, Birmingham",0121 679 7357,Not Available,meal_takeaway,Monday: 3:00 – 11:00 PM,Tuesday: 3:00 – 11:00 PM,Wednesday: 3:00 – 11:00 PM,Thursday: 3:00 – 11:00 PM,Friday: 3:00 – 11:00 PM,Saturday: 3:00 – 11:00 PM,Sunday: 3:00 – 11:00 PM
Cafe Roti,"204 Robin Hood Ln, Birmingham",0121 679 4725,Not Available,meal_takeaway,Monday: 8:30 AM – 9:30 PM,Tuesday: 8:30 AM – 9:30 PM,Wednesday: 8:30 AM – 9:30 PM,Thursday: 8:30 AM – 9:30 PM,Friday: 8:30 AM – 9:30 PM,Saturday: 8:30 AM – 9:30 PM,Sunday: 8:30 AM – 2:30 PM
Good Wok,"124 Stratford Rd, Shirley, Solihull",0121 744 8333,Not Available,meal_takeaway,Monday: 5:00 – 10:00 PM,Tuesday: Closed,Wednesday: Closed,Thursday: 5:00 – 10:00 PM,Friday: 5:00 – 10:00 PM,Saturday: 5:00 – 10:00 PM,Sunday: 5:00 – 10:00 PM
Piri Fino Shirley Hall Green,"1498 Stratford Rd, Hall Green, Birmingham",0121 733 3344,https://3425.letsorder.uk/,meal_takeaway,Monday: 12:00 – 11:00 PM,Tuesday: 12:00 – 11:00 PM,Wednesday: 12:00 – 11:00 PM,Thursday: 12:00 – 11:00 PM,Friday: 12:00 – 11:00 PM,Saturday: 12:00 – 11:00 PM,Sunday: 12:00 – 11:00 PM
The Indian eatery,"2 Gospel Farm Rd, Birmingham",0121 238 4763,https://indianeatery.co.uk/,meal_takeaway,Monday: 4:30 – 11:00 PM,Tuesday: 4:30 – 11:00 PM,Wednesday: 4:30 – 11:00 PM,Thursday: 4:30 – 11:00 PM,Friday: 4:30 PM – 12:00 AM,Saturday: 4:30 PM – 12:00 AM,Sunday: 4:30 – 11:00 PM
Torino Pizza,"1213 Stratford Rd, Birmingham",0121 777 7733,http://torinoz.com/,restaurant,Monday: 12:00 – 11:00 PM,Tuesday: 12:00 – 11:00 PM,Wednesday: 12:00 – 11:00 PM,Thursday: 12:00 – 11:00 PM,Friday: 12:00 – 11:00 PM,Saturday: 12:00 – 11:00 PM,Sunday: 4:00 – 11:00 PM
Rio's Piri Piri Sparkhill,"704 Stratford Rd, Birmingham",0121 247 3558,Not Available,meal_takeaway,Monday: 12:00 – 11:00 PM,Tuesday: 12:00 – 11:00 PM,Wednesday: 12:00 – 11:00 PM,Thursday: 12:00 – 11:00 PM,Friday: 12:00 – 11:00 PM,Saturday: 12:00 – 11:00 PM,Sunday: 12:00 – 11:00 PM
Dinz Grillz,"240A Spring Rd, Tyseley, Birmingham",0121 707 3835,http://dinzgrillz.uk/,restaurant,Monday: Closed,Tuesday: 5:00 PM – 12:00 AM,Wednesday: 5:00 PM – 12:00 AM,Thursday: 5:00 PM – 12:00 AM,Friday: 5:00 PM – 2:00 AM,Saturday: 5:00 PM – 2:00 AM,Sunday: Closed
MakHalal Hall Green,"1072 Stratford Rd, Birmingham",0121 777 6436,https://makhalal.co.uk/,restaurant,Monday: 12:00 PM – 2:45 AM,Tuesday: 12:00 PM – 2:45 AM,Wednesday: 12:00 PM – 2:45 AM,Thursday: 12:00 PM – 2:45 AM,Friday: 12:00 PM – 2:45 AM,Saturday: 12:00 PM – 2:45 AM,Sunday: 12:00 PM – 2:45 AM
L`aragosta,"29 Warwick Rd, Olton, Solihull",07485 190428,http://www.laragosta.co.uk/,restaurant,Monday: 12:00 – 10:00 PM,Tuesday: 12:00 – 10:00 PM,Wednesday: 12:00 – 10:00 PM,Thursday: 12:00 – 10:00 PM,Friday: 12:00 – 10:00 PM,Saturday: 1:00 – 10:00 PM,Sunday: 1:00 – 9:00 PM
Curry Love,"33 Warwick Rd, Olton, Solihull",0121 729 3994,http://www.curryloverestaurant.co.uk/,meal_takeaway,Monday: Closed,Tuesday: 5:00 – 11:00 PM,Wednesday: 5:00 – 11:00 PM,Thursday: 5:00 – 11:00 PM,Friday: 5:00 – 11:00 PM,Saturday: 5:00 – 11:00 PM,Sunday: 5:00 – 11:00 PM
Pavarotti Restaurant,"2 Hobs Moat Rd, Solihull",0121 743 3222,https://pavarottiitalianrestaurant.co.uk/gEK5,restaurant,Monday: 5:30 – 10:00 PM,Tuesday: 5:30 – 10:00 PM,Wednesday: 5:30 – 10:00 PM,Thursday: 5:30 – 10:00 PM,Friday: 5:30 – 11:00 PM,Saturday: 5:30 – 11:00 PM,Sunday: 2:00 – 9:00 PM
Sapore,"2250 Coventry Rd, Sheldon, Birmingham",0121 743 8100,https://www.saporerestaurant.co.uk/,bar,Monday: 12:00 – 10:00 PM,Tuesday: 12:00 – 10:00 PM,Wednesday: 12:00 – 10:00 PM,Thursday: 12:00 – 10:00 PM,Friday: 12:00 – 10:00 PM,Saturday: 12:00 – 10:00 PM,Sunday: 12:00 – 9:00 PM
B26 Food Of India,"2226, 2228 Coventry Rd, Sheldon, Birmingham",0121 742 0085,https://www.b26foodofindia.co.uk/,restaurant,Monday: 4:30 – 11:30 PM,Tuesday: 4:30 – 11:30 PM,Wednesday: 4:30 – 11:30 PM,Thursday: 4:30 – 11:30 PM,Friday: 4:30 PM – 12:00 AM,"Saturday: 12:00 AM – 12:30 PM, 4:30 PM – 12:00 AM","Sunday: 12:00 AM – 12:30 PM, 4:30 – 11:30 PM"
Little Bengal Indian Restaurant & Takeaway,"155 Yew Tree Ln, Birmingham",0121 784 3388,http://www.littlebengalyardley.co.uk/,meal_takeaway,Monday: 5:00 – 11:00 PM,Tuesday: 5:00 – 11:00 PM,Wednesday: 5:00 – 11:00 PM,Thursday: 5:00 – 11:00 PM,Friday: 5:00 PM – 12:00 AM,Saturday: 5:00 PM – 12:00 AM,Sunday: 5:00 – 11:00 PM
Zengz,"763 Old Lode Ln, Solihull",0121 722 2099,http://zengz.co.uk/,meal_takeaway,Monday: 5:30 – 11:30 PM,Tuesday: 5:30 – 11:30 PM,Wednesday: 5:30 – 11:30 PM,Thursday: 5:30 – 11:30 PM,Friday: 5:30 – 11:30 PM,Saturday: 5:30 – 11:30 PM,Sunday: 5:30 – 11:30 PM
Jilabi Indian Restaurant,"2065 Coventry Rd, Birmingham",0121 722 3205,https://jilabisheldon.co.uk/,restaurant,Monday: 5:00 PM – 12:00 AM,Tuesday: 5:00 PM – 12:00 AM,Wednesday: 5:00 PM – 12:00 AM,Thursday: 5:00 PM – 12:00 AM,Friday: 5:00 PM – 1:00 AM,Saturday: 5:00 PM – 1:00 AM,Sunday: 12:00 PM – 12:00 AM
Smokey Barrels,"1741 Coventry Rd, Birmingham",0121 764 5519,http://www.smokeybarrels.com/,restaurant,Monday: 4:00 – 9:30 PM,Tuesday: 4:00 – 9:30 PM,Wednesday: 4:00 – 9:30 PM,Thursday: 4:00 – 9:30 PM,Friday: 12:00 – 9:30 PM,Saturday: 12:00 – 9:30 PM,Sunday: 12:00 – 9:30 PM
Rajnagar,"256 Lyndon Rd, Olton, Solihull",0121 742 8140,http://www.rajnagar.com/,restaurant,Monday: 5:00 PM – 12:30 AM,Tuesday: 5:00 PM – 12:30 AM,Wednesday: 5:00 PM – 12:30 AM,Thursday: 5:00 PM – 12:30 AM,Friday: 5:00 PM – 1:00 AM,Saturday: 5:00 PM – 1:00 AM,Sunday: 5:00 PM – 12:30 AM
Tradita,"273 Church Rd, Birmingham",0121 448 1373,https://www.tradita.com/,restaurant,Monday: 5:00 – 10:00 PM,Tuesday: 5:00 – 10:00 PM,Wednesday: 5:00 – 10:00 PM,Thursday: 5:00 – 10:00 PM,Friday: 5:00 – 10:00 PM,Saturday: 9:00 AM – 9:00 PM,Sunday: 9:00 AM – 9:00 PM
Paprika Lounge Solihull - Indian Restaurant & Takeaway,"79 Hobs Moat Rd, Birmingham, Solihull",0121 722 2982,http://www.paprikalounge.com/,meal_takeaway,Monday: 5:00 – 11:00 PM,Tuesday: Closed,Wednesday: 5:00 – 11:00 PM,Thursday: 5:00 – 11:00 PM,Friday: 5:00 – 11:30 PM,Saturday: 5:00 – 11:30 PM,Sunday: 5:00 – 11:00 PM
Titash Indian Restaurant Birmingham,"2278 Coventry Rd, Sheldon, Birmingham",0121 722 2080,http://www.titashsheldon.co.uk/,meal_takeaway,Monday: Closed,Tuesday: 5:00 PM – 12:00 AM,Wednesday: 5:00 PM – 12:00 AM,Thursday: 5:00 PM – 12:00 AM,Friday: 5:00 PM – 12:30 AM,Saturday: 5:00 PM – 12:30 AM,Sunday: 5:00 PM – 12:00 AM
Spicewoods,"Solihull Icering, 5 Hobs Moat Rd, Solihull",0121 742 6630,https://spicewoods.co.uk/,meal_takeaway,Monday: 5:00 – 10:30 PM,Tuesday: 5:00 – 10:30 PM,Wednesday: 5:00 – 10:30 PM,Thursday: 5:00 – 10:30 PM,Friday: 5:00 – 10:30 PM,Saturday: 5:00 – 10:30 PM,Sunday: 5:00 – 10:30 PM
Yewtree Cottage,"43 Stoney Ln, Birmingham",0121 784 3311,https://yewtreecottageyardley.co.uk/,restaurant,Monday: 5:30 – 11:30 PM,Tuesday: 5:30 – 11:30 PM,Wednesday: 5:30 – 11:30 PM,Thursday: 5:30 – 11:30 PM,Friday: 5:30 PM – 12:30 AM,Saturday: 5:30 PM – 12:30 AM,Sunday: 5:30 – 11:30 PM
Istanbul Restaurant Sheldon,"2220 Coventry Rd, Sheldon, Birmingham",0121 742 2622,http://istanbulrestaurantsheldon.co.uk/,restaurant,Monday: 11:00 AM – 11:00 PM,Tuesday: 11:00 AM – 11:00 PM,Wednesday: 11:00 AM – 11:00 PM,Thursday: 11:00 AM – 11:00 PM,Friday: 11:00 AM – 11:00 PM,Saturday: 11:00 AM – 11:00 PM,Sunday: 11:00 AM – 11:00 PM
Balti Raj,"1604 Coventry Rd, Birmingham",0121 706 6627,http://www.balti-raj.co.uk/,meal_takeaway,Monday: 4:00 PM – 12:30 AM,Tuesday: 4:00 PM – 12:30 AM,Wednesday: 4:00 PM – 12:30 AM,Thursday: 4:00 PM – 12:30 AM,Friday: 4:00 PM – 12:30 AM,Saturday: 4:00 PM – 12:30 AM,Sunday: 4:00 PM – 12:30 AM
The Olton chippi,"47 Warwick Rd, Olton, Solihull",0121 706 6000,Not Available,meal_takeaway,Monday: 5:00 – 9:00 PM,Tuesday: Closed,Wednesday: 5:00 – 9:00 PM,Thursday: 5:00 – 9:00 PM,Friday: 5:00 PM – 12:00 AM,Saturday: 5:00 PM – 12:00 AM,Sunday: 5:00 – 8:00 PM
Pizza Triangle-Solihull,"105 Hobs Moat Rd, Solihull",0121 689 8999,https://www.pizzatriangle.co.uk/,meal_delivery,Monday: 5:00 – 10:00 PM,Tuesday: 5:00 – 10:00 PM,Wednesday: 5:00 – 10:00 PM,Thursday: 5:00 – 10:00 PM,Friday: 5:00 – 11:00 PM,Saturday: 12:00 – 11:00 PM,Sunday: 12:00 – 10:00 PM
Bhoj Raj Indian licensed restaurant and take away,"142 Garretts Green Ln, Birmingham",0121 266 1184,https://bhoj-raj-indian-licensed-restaurant-and-take-away.business.site/?utm_source=gmb&utm_medium=referral,restaurant,Monday: Closed,Tuesday: 5:00 – 10:00 PM,Wednesday: 5:00 – 10:00 PM,Thursday: 5:00 – 10:00 PM,Friday: 5:00 – 10:00 PM,Saturday: 5:00 – 10:00 PM,Sunday: 5:00 – 10:00 PM
Natashathompson,"1793 Coventry Rd, Yardley, Birmingham",Not Available,Not Available,restaurant,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
McDonald's,"26/38 Warwick Rd, Olton, Solihull",0121 706 9474,https://www.mcdonalds.com/gb/en-gb.html?cid=RF:YEXT:GMB:8260310:Clicks:DIRSYN:,restaurant,Monday: 6:00 AM – 12:00 AM,Tuesday: 6:00 AM – 12:00 AM,Wednesday: 6:00 AM – 12:00 AM,Thursday: 6:00 AM – 12:00 AM,Friday: 6:00 AM – 12:00 AM,Saturday: 6:00 AM – 12:00 AM,Sunday: 6:00 AM – 12:00 AM
La Nonna,"16 Arden Oak Rd, Sheldon, Birmingham",0121 742 1964,https://lanonna-restaurant.co.uk/,restaurant,Monday: 5:00 – 10:00 PM,Tuesday: 5:00 – 10:00 PM,Wednesday: 5:00 – 10:00 PM,Thursday: 5:00 – 10:00 PM,Friday: 5:00 – 10:00 PM,Saturday: 5:00 – 10:00 PM,Sunday: Closed
Bhajee,"1 Steyning Rd, Birmingham",0121 707 7774,http://bhajee.uk/,meal_takeaway,Monday: 4:30 – 11:00 PM,Tuesday: 4:30 – 11:00 PM,Wednesday: 4:30 – 11:00 PM,Thursday: 4:30 – 11:00 PM,Friday: 4:00 – 11:30 PM,Saturday: 4:00 – 11:30 PM,Sunday: 4:30 – 11:00 PM
Zorbas Restaurant,"359-361 Olton Blvd E, Olton, Birmingham",Not Available,Not Available,restaurant,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
N's,"12 Manor House Ln, Birmingham",Not Available,Not Available,restaurant,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Lavang,"884 Old Lode Ln, Solihull",0121 743 7883,https://lavangsolihull.co.uk/,meal_takeaway,Monday: 5:30 – 10:30 PM,Tuesday: Closed,Wednesday: 5:30 – 10:30 PM,Thursday: 5:30 – 10:30 PM,Friday: 5:00 – 11:00 PM,Saturday: 5:00 – 11:00 PM,Sunday: 5:30 – 10:30 PM
Everbright Chinese and Thai Restaurant /Take Away,"761 Old Lode Ln, Solihull",0121 439 3989,https://www.everbrightrestaurant.co.uk/,restaurant,Monday: Closed,Tuesday: Closed,Wednesday: 5:00 – 10:00 PM,Thursday: 5:00 – 10:00 PM,Friday: 5:00 – 10:00 PM,Saturday: 5:00 – 10:00 PM,Sunday: 5:00 – 10:00 PM
Chefs Grill,"441 Brays Rd, Birmingham",0121 448 4461,Not Available,restaurant,Monday: 4:00 – 11:00 PM,Tuesday: 4:00 – 11:00 PM,Wednesday: 4:00 – 11:00 PM,Thursday: 4:00 – 11:00 PM,Friday: 4:00 – 11:00 PM,Saturday: 4:00 – 11:00 PM,Sunday: 4:00 – 11:00 PM
Siam Corner Ma Ma Thai Sheldon,"2280 Coventry Rd, Sheldon, Birmingham",Not Available,Not Available,restaurant,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Madras Cuisine,"1774 Coventry Rd, Birmingham",0121 743 2074,Not Available,meal_takeaway,Monday: Closed,Tuesday: Closed,Wednesday: Closed,Thursday: Closed,Friday: 5:00 – 11:00 PM,Saturday: 5:00 – 11:00 PM,Sunday: Closed
Cafe Balti,"9 The Radleys, Birmingham",0121 722 3040,https://cafe-balti.co.uk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business,meal_takeaway,Monday: 4:35 PM – 12:00 AM,Tuesday: 4:35 PM – 12:00 AM,Wednesday: 4:35 PM – 12:00 AM,Thursday: 4:35 PM – 12:00 AM,Friday: 4:35 PM – 12:00 AM,Saturday: 4:35 PM – 12:00 AM,Sunday: 4:35 PM – 12:00 AM
Emma's Caribbean,"1770 Coventry Rd, Yardley, Birmingham",07961 465748,https://emmascaribbean.com/order-now,meal_takeaway,Monday: 4:00 – 10:30 PM,Tuesday: Closed,Wednesday: 4:00 – 10:30 PM,Thursday: 4:00 – 10:30 PM,Friday: 4:00 – 10:30 PM,Saturday: 4:00 – 11:00 PM,Sunday: 4:00 – 11:00 PM
The Cave Restaurant & Lounge,"359-361 Olton Blvd E, Birmingham",07862 665198,https://caverestaraunt.co.uk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business,meal_takeaway,Monday: 5:00 PM – 12:00 AM,Tuesday: 5:00 PM – 12:00 AM,Wednesday: 5:00 PM – 12:00 AM,Thursday: 5:00 PM – 12:00 AM,Friday: 5:00 PM – 12:00 AM,Saturday: 5:00 PM – 12:00 AM,Sunday: 5:00 PM – 12:00 AM
McDonald's,"Coventry Rd, South Yardley, Birmingham",0121 743 4685,https://www.mcdonalds.com/gb/en-gb.html?cid=RF:YEXT:GMB:8260488:Clicks:DIRSYN:,restaurant,Monday: 5:00 AM – 12:00 AM,Tuesday: 5:00 AM – 12:00 AM,Wednesday: 5:00 AM – 12:00 AM,Thursday: 5:00 AM – 12:00 AM,Friday: 5:00 AM – 12:00 AM,Saturday: 5:00 AM – 12:00 AM,Sunday: 5:00 AM – 12:00 AM
McDonald’s,"27 Collingtree Ct, Olton, Solihull",Not Available,Not Available,restaurant,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Balti Pickles Indian Takeaway,"176 Lincoln Rd N, Solihull, Birmingham",0121 706 1102,Not Available,meal_delivery,Monday: 5:00 – 10:30 PM,Tuesday: 5:00 – 10:30 PM,Wednesday: 5:00 – 10:30 PM,Thursday: 5:00 – 10:30 PM,Friday: 5:00 – 10:30 PM,Saturday: 5:00 – 10:30 PM,Sunday: 5:00 – 10:30 PM
Mughal’s street kitchen,"10 Moordown Ave, Solihull",07394 096730,Not Available,restaurant,Monday: Closed,Tuesday: Closed,Wednesday: Closed,Thursday: Closed,Friday: 4:00 – 10:00 PM,Saturday: 4:00 – 10:00 PM,Sunday: 2:00 – 8:00 PM
Papa Johns Pizza,"85 Hobs Moat Rd, Solihull",0121 722 2700,https://www.papajohns.co.uk/stores/solihull/offers.aspx,restaurant,Monday: 11:00 AM – 11:30 PM,Tuesday: 11:00 AM – 11:30 PM,Wednesday: 11:00 AM – 11:30 PM,Thursday: 11:00 AM – 11:30 PM,Friday: 11:00 AM – 4:00 AM,Saturday: 11:00 AM – 4:00 AM,Sunday: 11:00 AM – 12:00 AM
Tracey's Diner,"753 Old Lode Ln, Solihull",0121 742 2888,Not Available,cafe,Monday: 7:30 AM – 2:00 PM,Tuesday: 7:30 AM – 2:00 PM,Wednesday: 7:30 AM – 2:00 PM,Thursday: 7:30 AM – 2:00 PM,Friday: 7:30 AM – 2:00 PM,Saturday: 7:30 AM – 2:00 PM,Sunday: 9:00 AM – 12:00 PM
Marius fish bar ( Sheldon ),"1 The Radleys, Birmingham",0121 742 5161,https://mariusfishbar.com/order-now,restaurant,Monday: 11:00 AM – 11:30 PM,Tuesday: 11:00 AM – 11:30 PM,Wednesday: 11:00 AM – 11:30 PM,Thursday: 11:00 AM – 11:30 PM,Friday: 11:00 AM – 11:30 PM,Saturday: 11:00 AM – 11:30 PM,Sunday: 11:00 AM – 11:30 PM
KFC Sheldon - Coventry Road,"2104 Coventry Rd, Sheldon, Birmingham",0121 722 3493,https://www.kfc.co.uk/kfc-near-me/sheldon-coventry-road?utm_term=Sheldon&utm_medium=organic&utm_source=uberall,meal_takeaway,Monday: 10:30 AM – 11:00 PM,Tuesday: 10:30 AM – 11:00 PM,Wednesday: 10:00 AM – 11:00 PM,Thursday: 10:30 AM – 11:00 PM,Friday: 10:30 AM – 11:00 PM,Saturday: 10:00 AM – 11:00 PM,Sunday: 10:00 AM – 11:00 PM
The Three Horseshoes,"2102 Coventry Rd, Sheldon, Birmingham",0121 742 1084,https://www.sizzlingpubs.co.uk/findapub/eastandwestmidlands/thethreehorseshoessheldon?utm_source=google&utm_medium=organic&utm_campaign=gmb,bar,Monday: 12:00 – 10:00 PM,Tuesday: 12:00 – 10:00 PM,Wednesday: 12:00 – 10:00 PM,Thursday: 12:00 – 10:00 PM,Friday: 12:00 PM – 12:00 AM,Saturday: 12:00 PM – 12:00 AM,Sunday: 12:00 – 10:00 PM
You Want Beef? Acocks Green,"1160 Warwick Rd, Acocks Green, Birmingham",0121 682 6987,http://youwantbeefltd.co.uk/,restaurant,Monday: 11:00 AM – 11:00 PM,Tuesday: 11:00 AM – 11:00 PM,Wednesday: 11:00 AM – 11:00 PM,Thursday: 11:00 AM – 11:00 PM,Friday: 11:00 AM – 12:00 AM,Saturday: 11:00 AM – 12:00 AM,Sunday: 11:00 AM – 12:00 AM
Shabar Balti Restaurant,"4 Arden Oak Rd, Birmingham",0121 742 0636,http://www.shabar.co.uk/,restaurant,Monday: 4:30 – 11:30 PM,Tuesday: 4:30 – 11:30 PM,Wednesday: 4:30 – 11:30 PM,Thursday: 4:30 – 11:30 PM,Friday: 4:30 – 11:30 PM,Saturday: 4:30 – 11:30 PM,Sunday: 4:30 – 11:30 PM
The Hong Kong,"3 The Radleys, Birmingham",0121 743 0699,Not Available,meal_takeaway,Monday: Closed,Tuesday: 5:00 – 11:00 PM,Wednesday: 5:00 – 11:00 PM,Thursday: 5:00 – 11:00 PM,Friday: 5:00 – 11:30 PM,Saturday: 5:00 – 11:30 PM,Sunday: 5:00 – 11:00 PM
Dixy Chicken - Sheldon,"2256 Coventry Rd, Sheldon, Birmingham",0121 572 5926,https://dixysheldononline.co.uk/0t8V,restaurant,Monday: 12:00 – 11:00 PM,Tuesday: 12:00 – 11:00 PM,Wednesday: 12:00 – 11:00 PM,Thursday: 12:00 – 11:00 PM,Friday: 12:00 – 11:00 PM,Saturday: 12:00 – 11:00 PM,Sunday: 12:00 – 11:00 PM
Royal Kitchen,"41 Warwick Rd, Olton, Solihull",0121 707 2468,https://order.royalkitchenorder.co.uk/#!/order,meal_takeaway,Monday: Closed,Tuesday: 5:00 – 10:45 PM,Wednesday: 5:00 – 10:45 PM,Thursday: 5:00 – 10:45 PM,Friday: 5:00 – 11:00 PM,Saturday: 5:00 – 11:00 PM,Sunday: 5:00 – 10:45 PM
Slice Of New York,"Slice Of New York, 154 Yardley Rd, Birmingham",0121 572 9090,http://www.sliceofnewyork.uk/,meal_takeaway,Monday: 4:00 – 11:30 PM,Tuesday: 4:00 – 11:30 PM,Wednesday: 4:00 – 11:30 PM,Thursday: 4:00 – 11:30 PM,Friday: 4:00 – 11:30 PM,Saturday: 4:00 – 11:30 PM,Sunday: 4:00 – 11:00 PM
La Fibule,"31 Woodbridge Rd, Birmingham",0121 449 3289,http://www.la-fibule.co.uk/,restaurant,Monday: 5:00 – 11:00 PM,Tuesday: 5:00 – 11:00 PM,Wednesday: 5:00 – 11:00 PM,Thursday: 5:00 – 11:00 PM,Friday: 5:00 – 11:00 PM,Saturday: 5:00 – 11:00 PM,Sunday: 5:00 – 11:00 PM
